CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Exited
739,83,0,127955.68855060409,4,1,0,31338.85467655232,1,0,1
480,87,7,78538.95420518413,1,1,1,79563.98423809676,0,1,0
300,88,4,151328.93027848934,3,0,0,103828.5860445482,0,1,1
300,87,9,246130.5680303196,4,1,0,147119.3763113811,0,1,1
384,37,1,230875.80203560906,1,0,1,158959.6960080227,0,1,0
450,52,2,200003.01858561864,1,0,0,102322.17280960146,1,0,0
300,58,5,71814.50449295435,2,1,1,152795.4373710312,1,0,0
300,48,9,62805.47187626437,1,0,1,42904.516971290104,0,1,0
752,54,5,218019.66934737543,3,1,1,121165.2072464811,1,0,0
656,44,7,47142.54378134662,3,0,1,82072.06738010832,1,0,0
348,60,4,157458.93994652736,4,0,0,127626.54948334202,0,1,0
796,58,4,114121.78533157069,3,0,0,142804.06082380205,0,1,0
711,77,6,121676.48149602354,1,1,0,36984.15701866202,1,0,0
300,69,9,118181.28465716062,4,0,1,151611.56067541632,1,0,0
467,53,4,233987.03814815165,1,0,0,38860.3050308829,1,0,0
752,48,8,22644.505232818294,2,1,0,127941.78842500986,0,1,0
647,63,5,203554.37685858566,4,1,1,38979.06858678826,1,0,0
642,28,6,217103.29460957367,2,0,0,142018.68168927557,0,1,0
456,31,7,245148.05825990738,4,1,0,56647.59172292099,0,1,0
300,31,4,117675.98828380494,3,0,1,86429.1430565391,1,0,0
710,53,10,130016.94989059832,1,0,0,151240.71788012184,0,1,1
490,31,3,249936.57549663825,4,0,0,132968.75273471698,0,1,0
345,76,7,119197.27584678239,3,0,0,132150.78224940365,0,1,0
734,36,9,130922.60297382704,3,0,0,129232.9087319104,0,1,0
656,57,8,86386.12272923984,3,0,0,104026.56168221784,1,0,1
480,78,0,8223.137178008972,2,1,1,153685.90589827413,1,0,0
420,72,2,112594.18345798808,3,0,0,138112.64447726234,0,1,1
790,31,3,170323.74082032035,4,0,0,87237.4526477004,0,1,0
300,32,6,179385.9367595249,2,1,0,126532.272924802,0,1,0
774,88,5,1692.2481899984712,1,0,0,159753.97160318296,1,0,0
409,72,9,208273.72144093548,3,0,0,143230.06070080597,0,1,0
492,50,9,128028.05967342223,4,0,1,30158.988880482284,1,0,0
335,43,10,135393.79396041017,4,0,1,125925.20371411712,0,1,0
300,49,0,250053.35892429552,2,1,1,146724.616396391,0,1,0
589,64,3,73959.90125051266,1,0,0,72607.83870129159,1,0,1
580,35,5,198029.5171317235,2,1,0,157073.94128364435,1,0,0
755,75,2,149441.82387479043,3,1,0,82168.91753258601,0,1,0
597,89,1,182207.60000509,1,1,0,84753.00076073493,1,0,0
722,60,1,108632.5374630923,1,0,1,50913.37205824209,1,0,0
480,82,9,72593.96013070979,1,0,1,42557.295613312854,1,0,0
439,87,3,141992.74761592294,2,1,0,99757.441036038,1,0,1
474,65,0,97484.69805168822,4,1,1,108360.8175860936,1,0,0
634,70,9,57956.90649571263,2,0,1,77696.54719588198,1,0,0
626,43,1,218201.39850957826,4,0,0,108859.22267597726,0,1,0
532,32,9,123716.21470033572,2,0,0,81307.21082999918,1,0,0
508,43,1,220302.09270963387,4,0,0,142864.04800319936,1,0,0
608,34,3,123248.21141591927,4,0,0,153997.00877599698,0,1,0
705,78,3,144767.4014052261,1,1,1,107160.29222029184,0,1,0
660,28,0,258772.86274162825,4,1,1,139495.68279094406,0,1,0
567,36,6,247391.09512914158,3,1,0,140986.39483315,1,0,0
474,45,6,70639.36637339157,3,0,1,122789.1497377854,1,0,0
483,72,9,225850.4004767977,4,1,0,54960.245594200285,1,0,0
623,85,10,101504.90576127025,4,0,1,50141.95067875674,0,1,0
721,74,9,18524.671856702116,4,1,0,149532.95166581054,1,0,0
482,30,9,149703.06385460412,4,0,1,64457.97009013648,1,0,0
362,51,0,254033.4834581012,1,1,0,62023.01014353668,0,1,1
746,55,10,253321.55862137416,3,1,0,51596.73592845744,1,0,0
691,37,7,32880.99832224169,1,0,0,98569.02619839607,1,0,0
517,36,9,200521.53332064097,3,0,0,118009.67350289656,1,0,0
759,40,6,208736.59150505395,4,1,0,117900.99107210842,1,0,0
635,75,6,95873.64392233161,3,1,0,63936.85095485427,1,0,0
636,62,10,171234.74710900255,3,0,0,42322.1038204531,0,1,0
362,81,5,126921.46435207764,2,0,1,70327.23451195183,1,0,1
330,50,3,59252.20540458095,2,0,0,95446.52180144217,0,1,0
362,74,10,197928.71311849676,4,1,0,109617.19940277022,0,1,0
300,44,7,68315.7040312274,1,1,1,65178.04752838805,0,1,0
469,73,1,88516.41579083138,2,0,1,53810.59348704922,1,0,0
474,34,6,49404.785278019874,4,1,0,139404.84172534203,1,0,0
634,79,2,187010.53898506312,1,0,1,141530.37112580455,0,1,0
652,43,2,119268.25399595065,2,1,0,66394.31688965624,0,1,0
379,80,6,115277.04625812263,3,0,0,102814.66992808266,1,0,0
302,67,2,157186.34539140327,2,0,0,87177.44007891163,1,0,1
665,63,4,40888.4962843077,4,1,0,48455.7364119221,1,0,0
496,47,7,233520.01130269744,2,0,1,152276.20968196105,1,0,0
688,51,3,120928.32862134205,2,0,0,31271.781653198585,1,0,0
452,74,6,95296.98325732777,1,1,1,54384.928140773016,0,1,0
433,32,6,32939.55831535004,1,1,0,74923.43981814155,1,0,1
372,72,1,43668.09313552771,3,1,0,141339.96317373466,0,1,0
650,33,7,239293.68161760364,4,1,0,132524.9758531858,1,0,1
543,55,9,118720.42868392779,3,0,0,105384.92839360842,0,1,0
529,86,9,187767.8190334078,3,0,0,120352.72419152576,1,0,0
447,89,8,20934.251691218626,2,0,0,74318.50766889405,1,0,1
760,32,5,167300.7814728858,3,0,1,152270.40100843465,1,0,0
393,76,4,239594.99000772953,1,0,0,33482.347512847366,0,1,1
450,66,0,77990.49722918769,3,1,0,43120.72795662511,1,0,0
373,65,0,150576.5301854942,4,1,0,150321.99819431445,0,1,0
436,29,8,244456.96712212116,3,0,0,152856.71142107324,0,1,0
575,70,3,187023.86398922728,4,1,0,93774.23048380687,0,1,0
713,66,0,16204.630619860098,4,1,0,104939.9021029128,1,0,1
598,81,10,98471.6582877141,3,1,1,147329.92115813342,1,0,1
652,48,9,22300.916582694983,3,1,0,140946.46601161314,1,0,0
595,67,2,223942.5750117853,3,1,0,142053.74438106557,1,0,0
760,64,5,161632.30231294,4,0,0,78332.12824233083,1,0,0
396,86,10,248659.2536568103,1,1,0,137971.21894206104,1,0,1
397,45,10,5136.645588309863,2,0,0,39010.37814744484,0,1,0
738,81,7,110002.7161620151,3,0,1,93305.38170285776,0,1,0
587,75,9,27134.665881542634,2,0,0,60862.90206068498,1,0,0
722,73,1,91126.83388117733,3,0,0,34653.71204618746,1,0,1
400,39,7,42090.57407271262,4,0,0,110237.41157795096,1,0,1
664,44,0,85486.37759828925,4,1,1,39903.38608511642,1,0,0
547,64,10,213008.12122772756,2,0,1,45620.700734495105,0,1,0
512,73,1,41781.82488550294,1,0,0,40626.86182400227,0,1,1
393,65,7,123152.83680756894,4,0,0,156756.18183549173,1,0,1
595,42,6,239611.61485573687,2,1,0,35101.02969253209,0,1,0
300,34,4,259682.61484211968,4,1,0,65068.339135703085,0,1,0
553,41,9,65166.69072552166,3,1,0,114759.8023250204,1,0,0
503,77,1,243247.72439918606,2,1,0,137039.81772075157,0,1,1
702,28,8,67961.05700826664,2,0,1,109066.45815862749,1,0,0
300,65,4,107517.40973573427,3,0,0,156945.22832603217,1,0,0
409,30,7,228260.13918066514,2,0,0,73902.06714637997,1,0,0
300,64,3,204405.78728030453,3,0,1,91360.71399476685,0,1,0
482,71,8,222946.76487817115,1,0,1,136769.18666956632,0,1,1
348,58,9,208066.7366191572,3,1,1,118620.6610795856,1,0,0
457,70,6,61115.86130261075,1,0,0,57828.71820555272,0,1,0
380,40,1,145286.73001195656,2,1,0,94826.8062154644,0,1,0
653,75,2,100165.1867740997,3,0,0,156874.71117695043,0,1,1
401,45,1,119524.85179657584,2,1,1,142193.0128366467,0,1,0
303,44,4,40028.638552143995,1,1,0,54934.44168399679,0,1,0
369,44,1,82099.56539854434,4,1,0,53372.16669362082,1,0,0
669,88,4,222988.2515697686,4,0,0,137691.28725812098,0,1,0
671,38,8,233365.18657040264,4,1,0,55856.28518587456,0,1,0
353,47,1,158639.80181377602,4,0,0,88862.6211077536,1,0,0
503,37,8,129549.48682019573,4,0,1,53498.62243022079,1,0,0
476,56,6,185338.31891881808,1,1,0,31906.17206445171,0,1,0
361,75,6,158301.84505777256,4,1,0,143802.47399734764,0,1,0
759,61,4,255755.50165043154,4,1,0,131270.57748263824,1,0,0
722,44,7,49423.08596269285,2,1,0,91176.49580756873,1,0,0
348,81,6,116751.62882408522,3,0,0,50745.27000224417,1,0,0
402,89,5,238742.530594244,3,0,1,134834.30206682536,1,0,0
587,79,1,237831.6355762163,3,0,1,76717.74587105503,0,1,0
412,69,5,128790.18010590514,3,1,0,116053.39095004994,1,0,1
410,40,1,35050.34052035918,1,1,1,71170.27767966154,0,1,0
647,71,0,211889.07154815466,3,1,1,86197.32364274644,1,0,0
526,74,8,152142.9484908704,2,1,0,99611.33780497774,1,0,0
753,66,4,201023.16412288675,1,0,0,129062.11545249863,1,0,1
641,54,9,120256.14416675345,4,0,0,138168.91642498755,0,1,0
384,81,9,53009.81970357492,2,0,0,87661.07709114879,0,1,0
444,80,3,6237.245944675416,2,1,0,60295.21720501384,1,0,0
650,53,10,145375.9498983356,4,1,0,49974.41270214301,1,0,1
300,55,7,41872.00650921329,4,1,0,74297.22326293969,1,0,0
709,40,4,48655.67423543358,2,1,1,134231.85320197255,0,1,0
719,39,6,113439.46404886273,1,1,1,65617.63729049367,0,1,0
624,71,2,114940.03909411342,4,0,1,36177.59559911533,1,0,0
300,55,7,71340.64345348338,3,1,0,103355.89131183983,0,1,0
300,29,7,34299.7741901018,2,0,1,34369.77148941899,1,0,0
479,64,2,245687.7154738078,2,1,0,145040.26830234803,1,0,0
614,84,8,34226.560128347584,4,0,0,118147.86233999868,1,0,1
687,84,7,91200.87199629367,4,1,1,63389.89641174756,1,0,1
532,61,0,79265.67807793603,3,1,0,90981.89553681001,1,0,1
300,50,7,225247.85320922348,3,0,0,126098.18786727553,0,1,0
475,85,10,106616.23660442834,3,1,0,149038.8983624344,1,0,1
526,89,3,32251.30980093472,3,1,0,143678.989024472,0,1,1
533,79,5,2667.867385168801,2,1,1,39039.09763834109,1,0,0
730,72,9,187706.89690337647,4,0,0,40548.369135789035,0,1,0
702,56,8,185770.28406764107,1,1,1,107704.08170858223,1,0,0
765,62,4,108623.7545414392,4,1,1,94544.48895226898,0,1,0
796,38,6,32840.080081204134,4,1,0,68081.81956827785,0,1,0
441,75,0,96624.79126891444,3,1,0,156902.50159512326,1,0,0
300,60,8,153369.437238428,3,1,0,127014.71911087909,0,1,0
761,78,5,183025.16486977867,2,0,0,119351.26829060756,1,0,1
300,38,10,20342.37203291181,3,0,0,53572.86006092094,1,0,0
421,36,3,144639.94235981654,2,0,0,66911.0153971991,0,1,0
469,41,5,71792.26039651578,4,0,0,108652.4289343656,1,0,0
407,36,4,160489.2346547471,4,1,0,133427.5403675523,0,1,0
726,66,2,168516.4319448378,4,1,0,151037.84543355726,0,1,0
300,75,6,236756.96246142683,2,0,0,120704.49438024238,1,0,0
622,30,2,106698.37760112958,2,0,0,84422.81690749002,1,0,0
767,56,1,139773.57163518257,2,0,1,119840.12320134236,0,1,0
348,46,3,69735.93191773242,3,0,0,38992.794248110935,1,0,1
300,63,6,74504.82627773313,1,0,0,108010.7647521157,1,0,0
529,59,4,11968.783205954254,3,1,0,146301.23294512703,1,0,0
598,34,8,74377.92499761166,1,0,0,112803.04696587849,0,1,0
746,82,9,16595.459293571053,3,1,0,30980.235348519403,1,0,0
551,55,6,250618.10555231577,4,1,1,120287.48620456064,1,0,0
430,71,8,162308.44119778718,2,0,0,124437.73702232503,1,0,0
348,89,8,45018.62590843646,3,1,0,100359.7898850095,1,0,0
365,45,1,30359.253553287133,2,1,0,136091.4697889284,1,0,0
440,87,0,96231.88132416128,3,1,0,56297.86460262013,0,1,0
502,32,10,79988.30440089876,4,1,1,83167.25213347774,1,0,0
410,50,3,72606.24303775778,2,0,1,134986.1824913036,0,1,0
505,82,3,121730.9716820655,4,1,1,108479.6744346021,0,1,0
572,49,1,237347.1991738805,1,1,0,159267.4822332027,1,0,1
377,53,2,147693.06614478774,2,0,0,39004.363285292755,0,1,0
300,69,2,135520.191192521,3,0,1,61760.4467361697,1,0,0
572,39,4,209702.59314187508,2,0,1,55886.29582350512,1,0,0
537,67,0,1046.3990151911817,1,1,1,156930.9892160864,0,1,0
404,46,8,51320.273980360704,1,0,1,143004.14528594946,1,0,0
739,74,7,129008.34294109739,3,1,0,47306.06074126801,1,0,0
635,28,7,183380.35573573736,4,0,0,75994.50778277713,1,0,1
353,30,2,126107.330684306,2,1,1,36837.63660019518,1,0,0
642,54,1,42566.15513822807,4,0,0,112233.7514288303,0,1,0
495,45,0,241795.53259200987,4,0,1,73055.31253169269,1,0,0
425,77,5,85452.93408741576,3,1,1,63483.354708484665,1,0,1
300,57,9,204936.07716257108,2,0,0,98005.23576482678,0,1,0
726,89,0,231767.4669953793,1,0,0,133421.7046132941,1,0,1
787,29,10,90076.83819905328,3,1,0,82509.28914943893,1,0,1
657,32,4,219781.06314582724,4,0,1,128468.35585482806,0,1,0
774,56,8,184801.15762336733,1,0,0,87997.19358391786,0,1,1
755,60,10,235113.01753212156,4,1,0,57887.86611726727,1,0,0
300,69,8,65340.78244797419,2,1,0,88006.75438955681,0,1,0
300,47,3,242132.1775959517,4,0,0,99947.08640630901,1,0,1
570,57,6,16979.683934181874,1,0,1,90005.31862498524,0,1,0
761,69,10,206354.53417946876,2,1,0,65662.15730719274,1,0,0
649,32,6,113272.9053824245,3,1,0,54063.28466373579,0,1,1
720,77,3,46251.39138176977,4,0,0,153103.78572709556,0,1,1
392,48,4,20644.768326696692,2,1,1,68673.21264340905,1,0,0
341,85,10,101282.3536137239,2,0,0,121698.04959239734,1,0,0
603,42,8,101224.21964889547,3,0,1,74290.27080220416,1,0,0
300,47,6,59788.91991981622,3,1,0,156053.5932677316,1,0,0
439,35,6,56034.00357173913,1,1,0,158476.2396171288,0,1,0
374,76,9,103873.71749217217,2,1,1,137262.52507623544,0,1,0
399,58,6,106629.60963334091,2,1,0,105591.55911736902,1,0,0
563,39,8,115014.84778243,1,0,0,100468.75198471082,1,0,1
591,48,4,225877.4405492197,4,1,1,72764.98246564489,1,0,0
554,57,5,158926.17166991695,2,0,0,45863.71287838569,0,1,1
303,89,2,5312.623178596503,2,0,0,40277.94764829092,1,0,1
693,54,0,134965.80285816774,4,0,0,90508.17592815743,0,1,1
513,71,10,198237.3369562962,3,0,1,157242.53346990072,1,0,0
302,53,1,14667.719727574467,3,0,1,62094.12848637613,1,0,0
300,60,7,109878.04861126772,3,1,1,83423.81370626623,0,1,0
352,53,0,117314.63724696744,1,1,0,113384.53670095131,1,0,1
445,53,9,248045.3176073017,4,0,0,75638.29699109499,0,1,0
599,63,6,123677.8279835697,3,1,0,30471.86750776256,1,0,0
300,67,4,194974.06829217257,1,1,0,81508.22751361935,0,1,1
518,28,5,78754.53175435374,4,0,0,134603.38687088274,1,0,0
619,86,7,202619.7293089922,3,0,1,152714.7950449913,0,1,0
355,42,3,83892.21528930856,2,1,1,65761.80348341636,1,0,0
369,77,5,111806.13270970255,2,0,0,149813.93348408287,1,0,0
307,28,10,124665.39223104143,3,1,0,142729.31195040548,1,0,1
595,38,2,240854.37204868297,3,1,0,82874.09956385722,0,1,0
723,82,6,13897.922429265564,1,0,0,30608.11610539396,1,0,0
366,29,1,51185.459262809876,2,1,0,139833.87064739142,0,1,0
376,28,7,183493.11401135102,4,1,1,67280.4289977729,1,0,0
642,58,6,150170.19156931186,3,0,1,128265.25461697196,0,1,0
307,71,7,65398.161507893725,4,0,0,104296.8918449195,1,0,0
762,43,1,75192.23074766125,3,1,0,58816.38781876251,0,1,0
345,81,2,95500.46625825678,2,0,1,114267.5198285762,0,1,1
367,49,3,117090.20682588541,3,1,1,129429.23022421708,0,1,0
737,69,8,212687.10404572228,4,0,1,91677.87050191399,1,0,0
486,45,4,3592.023882710269,2,0,0,127228.3360715548,0,1,1
521,74,5,233485.13271550438,3,1,0,82646.33894017799,1,0,0
438,44,0,107387.04902419733,2,1,0,157432.70436692843,1,0,0
696,57,3,59929.354567267415,1,1,0,61175.10571662031,1,0,1
496,37,3,132187.30187710974,4,0,0,131121.11261806425,1,0,0
325,62,9,171514.21110189037,3,1,0,127448.26741748088,0,1,0
403,85,7,11635.576990336911,3,0,0,98827.57733743727,1,0,0
684,89,7,186102.11143318148,3,0,0,75543.97392000642,0,1,0
335,48,9,197797.90877180424,4,1,0,87948.79064620181,1,0,0
534,43,5,43207.39392408902,1,1,0,111833.3656517894,0,1,1
469,33,7,43649.17137799476,4,0,1,98945.4523647924,1,0,0
318,30,8,52983.98418062798,3,1,0,129000.22083862848,0,1,0
300,68,4,207123.465137499,4,0,0,76888.63461883031,1,0,1
343,70,0,70720.79454210917,3,0,1,43941.854547055926,0,1,0
702,48,0,206943.3178941322,4,0,1,95727.38276068009,1,0,0
453,40,1,140536.20332410076,2,1,0,63671.52825595904,0,1,0
467,45,1,199464.54584467027,4,0,1,110162.950558673,1,0,0
723,85,4,143954.99083669882,3,0,0,97641.97900251964,1,0,0
681,81,6,87299.9137950656,3,1,1,131237.31364488366,1,0,0
590,87,6,236785.67709109507,4,1,0,104779.53890776668,1,0,0
538,51,3,185976.87208294068,4,1,0,85998.7403588591,1,0,0
503,54,3,125854.24865407462,2,0,1,45581.27984693243,1,0,0
606,81,10,165731.40385757005,1,1,1,45618.37778846785,1,0,0
300,31,9,160119.2725259382,1,0,1,113245.63159563682,1,0,0
771,49,2,93110.21629111022,2,0,0,144497.92888428806,1,0,1
349,51,10,110180.65416267567,1,0,0,83922.39388994247,0,1,0
429,67,1,82746.76218461138,1,1,0,99002.60047748733,1,0,1
472,72,2,259874.7141680178,3,0,0,106857.62805280114,1,0,0
691,37,7,150816.75803594125,3,0,0,92048.69214232091,0,1,0
574,29,0,23934.383485340197,3,1,0,37743.269994256545,1,0,0
765,67,3,134967.86776242525,4,0,1,106588.11115820502,0,1,0
300,33,6,12990.110814678368,4,1,1,47823.31815601466,0,1,0
585,75,4,75049.53256137112,1,1,1,102254.52119418584,1,0,0
507,45,1,115949.89015380762,4,1,1,130799.04682372774,1,0,0
746,44,0,138910.3265164971,3,1,1,30708.243604222545,1,0,0
409,65,5,253807.16392934622,4,0,1,85961.92110526626,1,0,0
724,72,4,255377.64818907957,1,0,0,126939.73810492884,1,0,0
629,50,2,25498.036175652145,3,0,1,98709.706823031,0,1,0
794,73,10,139914.4949183512,1,0,1,60589.88527066448,0,1,1
676,57,10,212448.44274994967,4,1,0,120683.76348064236,1,0,1
517,85,10,61805.33326571624,2,0,0,131851.407680606,0,1,0
666,48,8,195146.40563300264,2,1,0,77128.28054173331,1,0,0
417,89,2,228440.95448329466,3,0,0,68662.08465170834,1,0,1
300,37,1,172246.72296921923,1,0,0,100867.95906259712,0,1,1
534,83,4,85202.87069973092,2,1,0,77504.9957336839,1,0,1
646,70,8,240014.40302854884,2,0,0,138671.8010691867,1,0,0
300,40,7,229715.22435528392,3,0,0,131276.5150850857,1,0,0
551,39,5,186114.5828864498,3,1,0,70545.42761873364,1,0,0
502,36,2,94553.70949366501,1,0,0,89407.2134397177,1,0,0
748,31,5,205893.05422264783,2,0,1,145633.42786505632,0,1,0
300,66,4,82188.33519055673,1,0,0,49158.96170944626,1,0,0
339,51,0,65767.74134672838,1,1,0,128050.17190257572,1,0,1
667,88,4,133903.48059693305,3,1,0,71184.50788940767,1,0,1
364,81,6,259255.15850032523,1,0,0,45532.01139091322,1,0,0
445,61,8,209123.70477287148,4,0,1,45207.25247531304,1,0,0
750,66,0,189746.11035076418,1,0,1,65917.35345388486,0,1,0
742,88,2,117523.3141404341,2,1,0,101250.34578166204,1,0,0
324,68,7,81107.00238831218,1,0,1,148025.68754887488,1,0,0
662,32,5,222534.19841913413,4,1,0,69389.33133033282,0,1,1
625,42,4,147610.522795065,4,1,0,55899.61671199505,0,1,0
669,77,9,211446.28729169373,2,0,0,92225.14835025331,1,0,0
526,31,1,126815.96448845444,2,1,1,50361.74643742303,1,0,0
643,78,2,196028.9484431461,1,1,1,65319.804381006215,1,0,0
706,79,1,225612.67525464064,4,1,0,158262.06356948955,1,0,0
441,85,0,101761.4068821999,4,1,0,102546.57480197634,1,0,1
348,66,6,3528.0881750441395,1,1,0,131908.26978619205,1,0,0
797,85,2,66280.90716543635,2,0,0,57535.3148204061,1,0,1
345,35,6,237877.9106819463,4,1,0,97608.89044015588,0,1,1
439,76,6,178760.98774359567,1,1,1,96368.77255461582,1,0,1
300,72,7,191676.86627360448,2,1,0,135646.82006078103,1,0,1
618,51,0,84575.03970900958,1,1,0,32804.28257374812,1,0,1
774,80,4,182330.97601549875,2,1,0,141862.36050935904,1,0,1
528,55,9,168033.35780645057,2,0,0,40347.34137694925,1,0,0
466,82,8,46377.152504027545,4,0,0,149157.52489877155,0,1,1
522,70,10,251859.60213196758,3,1,1,48569.1415577357,0,1,0
311,54,6,92046.6542704124,4,0,0,99190.99067626362,0,1,0
591,28,0,85614.613198411,1,1,1,42920.80721715698,0,1,0
646,61,7,95982.00149985148,2,0,0,88134.87357660825,1,0,0
300,44,2,23847.09998340003,4,0,0,68906.24868323564,0,1,0
426,64,3,162490.51444423612,2,1,1,84612.37389367772,0,1,0
645,89,3,62042.303374063165,4,1,0,100854.35385116392,1,0,1
